id,occupation_title,state,district,gender,income,year,nco_code
42,Programmer IV,Andhra Pradesh,Bagalkot Ballari (Bellary) Belagavi (Belgaum) Bengaluru Rural Bengaluru Urban Bidar Chamarajanagar Chikballapur Chikkamagaluru Chitradurga Dakshina Kannada Davanagere Dharwad Gadag Hassan Haveri Kalaburagi (Gulbarga) Kodagu Kolar Koppal Mandya Mysuru (Mysore) Raichur Ramanagara Shivamogga (Shimoga) Tumakuru (Tumkur) Udupi Uttara Kannada Vijayapura (Bijapur) Yadgir Vijayanagara Alluri Sitharama Raju Anakapalli Anantapur Annamayya Bapatla Chittoor Dr. B.R. Ambedkar Konaseema East Godavari Eluru Guntur Kakinada Krishna Kurnool Manyam Nandyal Nتر (NTR) Palnadu Parvathipuram Manyam Prakasam Partapgarh Srikakulam Sri Sathya Sai Tirupati Visakhapatnam Vizianagaram West Godavari  Adilabad,Male,64,48,2641
85,Librarian,Tamil Nadu,Svikarabad,Female,76,60,6075
7,Senior Cost Accountant,Karnataka,Jayashankar Bhupalpally,Genderfluid,90,61,3554
57,Account Representative III,Tamil Nadu,Wanaparthy,Male,49,64,1825
38,Safety Technician I,Karnataka,Kancheepuram,Polygender,69,93,2720
76,Design Engineer,Tamil Nadu,Wanaparthy,Female,14,41,9203
20,Data Coordinator,Karnataka,Salem,Female,50,54,9941
70,VP Marketing,Karnataka,Wanaparthy,Male,61,30,9438
73,Programmer Analyst II,and Telangana.,Tirupattur,Male,54,37,3581
55,Media Manager IV,Tamil Nadu,Thrissur,Female,95,80,4742
68,Design Engineer,and Telangana.,Nirmal,Genderqueer,53,52,9203
19,Analyst Programmer,Andhra Pradesh,Mahbubnagar,Female,26,82,3355
93,Physical Therapy Assistant,and Telangana.,Jagtial,Male,36,59,1207
47,Dental Hygienist,Karnataka,Pudukkottai,Male,17,57,2582
100,Staff Accountant IV,Karnataka,Medchal-Malkajgiri,Male,37,43,9769
11,Budget/Accounting Analyst IV,and Telangana.,Tirupattur,Female,48,79,4757
4,Financial Analyst,Andhra Pradesh,Kottayam,Female,50,21,8881
31,Software Consultant,Karnataka,Mahabubabad,Male,26,95,2780
38,Assistant Manager,Karnataka,Jangaon,Female,99,60,5283
9,Dental Hygienist,Tamil Nadu,Hyderabad,Male,81,42,2582
87,Payment Adjustment Coordinator,Andhra Pradesh,Nirmal,Male,57,80,4269
68,Database Administrator IV,Kerala,Svikarabad,Female,13,64,2641
96,Safety Technician III,Andhra Pradesh,and Yadadri Bhuvanagiri.  Thiruvananthapuram,Male,48,71,2720
99,Account Representative II,Tamil Nadu,Svikarabad,Female,21,23,8020
26,Community Outreach Specialist,Tamil Nadu,Warangal (Urban),Female,69,92,5995
34,Design Engineer,Kerala,Cuddalore,Non-binary,76,11,9203
74,Nurse Practicioner,Kerala,Malappuram,Polygender,3,73,8189
12,Senior Quality Engineer,Karnataka,Peddapalli,Female,2,80,6813
3,Sales Associate,Karnataka,Mahabubabad,Female,97,89,9588
73,Project Manager,and Telangana.,Kallakurichi,Non-binary,2,54,7291
97,Paralegal,Tamil Nadu,Khammam,Female,24,63,5098
5,Senior Editor,Karnataka,Kozhikode,Male,45,36,1138
35,Marketing Assistant,Tamil Nadu,Bhadradri Kothagudem,Male,40,39,5479
44,VP Marketing,and Telangana.,Peddapalli,Female,21,42,9438
88,Information Systems Manager,Karnataka,Kanyakumari,Female,78,16,2475
54,Software Consultant,Tamil Nadu,Kanyakumari,Female,43,46,2780
28,Payment Adjustment Coordinator,Kerala,Nagarkurnool,Female,79,53,4269
63,Desktop Support Technician,Kerala,Mancherial,Bigender,19,66,4112
92,Speech Pathologist,and Telangana.,Kannur,Male,24,35,7081
35,General Manager,Andhra Pradesh,Kozhikode,Male,2,61,6133
79,Project Manager,Karnataka,Jangaon,Female,42,64,7291
89,Operator,Tamil Nadu,Mayiladuthurai,Male,43,65,3866
49,Environmental Tech,Tamil Nadu,Alappuzha,Female,32,33,6751
83,VP Quality Control,Kerala,Jogulamba Gadwal,Female,100,45,4629
28,Payment Adjustment Coordinator,Kerala,Nagarkurnool,Female,65,94,4269
81,Programmer I,Andhra Pradesh,Erode,Male,42,57,2641
19,Design Engineer,and Telangana.,Thanjavur,Male,64,79,9203
17,Computer Systems Analyst IV,and Telangana.,Hyderabad,Female,56,8,4604
91,Environmental Specialist,and Telangana.,Theni,Female,94,24,4002
9,Budget/Accounting Analyst IV,and Telangana.,Thrissur,Female,35,12,4757
21,Research Nurse,and Telangana.,Hyderabad,Polygender,96,17,2741
88,Nurse,and Telangana.,Medchal-Malkajgiri,Genderfluid,21,93,7186
28,Media Manager IV,Kerala,Coimbatore,Male,27,100,4742
80,VP Product Management,Andhra Pradesh,Nagapattinam,Male,50,50,6149
90,Business Systems Development Analyst,Karnataka,Chennai,Female,23,79,7009
78,Programmer Analyst I,Kerala,Siddipet,Female,58,93,1966
22,Human Resources Manager,Andhra Pradesh,Krishnagiri,Male,12,30,2357
92,Senior Financial Analyst,Andhra Pradesh,Sivaganga,Female,23,49,3469
88,Biostatistician I,and Telangana.,Nalgonda,Agender,74,50,3040
48,Environmental Specialist,Kerala,Tirupattur,Female,35,32,4002
3,Paralegal,Andhra Pradesh,Thanjavur,Female,34,69,5098
8,Business Systems Development Analyst,Andhra Pradesh,Thanjavur,Male,17,66,7009
14,Administrative Assistant IV,Andhra Pradesh,Nilgiris,Male,38,13,9066
9,Accountant II,Andhra Pradesh,Siddipet,Female,16,62,4597
10,Automation Specialist I,Kerala,Suryapet,Female,75,85,3796
1,Administrative Officer,Tamil Nadu,Krishnagiri,Genderqueer,92,7,7847
53,Information Systems Manager,Kerala,Villupuram,Agender,85,7,2475
59,Structural Analysis Engineer,Kerala,Nalgonda,Female,31,47,8346
16,Senior Cost Accountant,Andhra Pradesh,Alappuzha,Female,77,16,3554
65,Human Resources Assistant I,and Telangana.,Ranga Reddy,Male,88,22,6719
28,Financial Advisor,Kerala,Narayanpet,Male,6,9,1893
10,VP Accounting,Tamil Nadu,Sangareddy,Female,17,21,7184
11,Food Chemist,Tamil Nadu,Jangaon,Male,52,47,1411
80,VP Quality Control,Andhra Pradesh,Kanyakumari,Female,39,15,4629
48,Editor,Tamil Nadu,Ranipet,Female,48,21,4362
68,VP Sales,Andhra Pradesh,Rajanna Sircilla,Male,52,64,2897
18,Safety Technician III,Tamil Nadu,Jayashankar Bhupalpally,Male,8,5,2720
5,Information Systems Manager,Karnataka,Tiruvannamalai,Female,60,34,2475
84,Office Assistant II,Andhra Pradesh,Thrissur,Genderfluid,23,90,4144
40,Staff Scientist,Andhra Pradesh,Nirmal,Male,41,93,5006
38,Office Assistant III,Tamil Nadu,Tiruchirappalli,Male,10,36,4144
16,Tax Accountant,and Telangana.,Tiruvallur,Female,100,6,7096
43,Civil Engineer,Tamil Nadu,Karimnagar,Male,45,60,1973
81,Research Associate,Tamil Nadu,Vellore,Female,77,84,3004
1,Payment Adjustment Coordinator,Kerala,Wayanad,Female,49,4,4269
77,Data Coordinator,Karnataka,Theni,Female,38,22,9941
25,Research Assistant III,Kerala,Vellore,Male,21,42,8991
20,Payment Adjustment Coordinator,and Telangana.,Villupuram,Female,13,83,4269
13,Senior Financial Analyst,Kerala,Tiruvannamalai,Genderqueer,26,3,3469
84,Help Desk Technician,Andhra Pradesh,Wanaparthy,Female,66,17,8448
9,Safety Technician I,Karnataka,Idukki,Bigender,36,93,2720
35,Environmental Specialist,Andhra Pradesh,Karur,Female,30,32,4002
7,Financial Analyst,Karnataka,Wanaparthy,Female,76,14,8881
12,Marketing Manager,Andhra Pradesh,Kamareddy,Female,71,27,2896
71,VP Sales,Andhra Pradesh,Rajanna Sircilla,Male,31,72,2897
92,Director of Sales,and Telangana.,Mayiladuthurai,Male,12,55,8503
76,Senior Quality Engineer,Andhra Pradesh,Nirmal,Non-binary,9,92,6813
62,Computer Systems Analyst I,Karnataka,Malkajgiri,Female,49,86,4604
81,Account Coordinator,Tamil Nadu,Mahabubabad,Female,57,8,5886
82,Office Assistant IV,Karnataka,Wanaparthy,Female,14,18,4328
71,Account Coordinator,and Telangana.,Jayashankar Bhupalpally,Male,73,75,5886
49,Junior Executive,Karnataka,Kallakurichi,Male,29,41,5032
56,Pharmacist,Karnataka,Jogulamba Gadwal,Female,9,8,3523
46,Engineer IV,Kerala,and Kasaragod.  Ariyalur,Male,13,11,3188
86,Research Assistant II,Karnataka,Wayanad,Female,30,35,3984
72,Desktop Support Technician,and Telangana.,Hyderabad,Male,32,58,4112
42,Account Coordinator,Kerala,Jogulamba Gadwal,Female,86,56,5886
65,VP Sales,Kerala,Tiruvallur,Female,31,19,2897
26,Human Resources Assistant III,Kerala,Kozhikode,Male,43,16,7624
54,VP Quality Control,Tamil Nadu,Suryapet,Female,55,50,4629
69,Analog Circuit Design manager,Andhra Pradesh,Chennai,Female,48,69,8821
80,Civil Engineer,Andhra Pradesh,Tirupattur,Male,63,51,1973
81,Biostatistician I,Karnataka,Warangal (Urban),Female,75,98,3040
86,Speech Pathologist,and Telangana.,Villupuram,Female,29,92,7081
90,Information Systems Manager,Tamil Nadu,Chengalpattu,Female,90,14,2475
17,Legal Assistant,Kerala,Mayiladuthurai,Female,28,95,9066
79,Programmer Analyst I,Kerala,Thrissur,Male,51,84,1966
59,Account Executive,Kerala,Tuticorin,Male,9,72,3065
27,Marketing Manager,and Telangana.,Jayashankar Bhupalpally,Female,2,68,2896
52,VP Marketing,Karnataka,Nagapattinam,Male,1,69,9438
33,Analog Circuit Design manager,Andhra Pradesh,Wayanad,Female,75,40,8821
41,VP Sales,Kerala,Khammam,Male,5,45,2897
31,Senior Sales Associate,Tamil Nadu,Madurai,Female,1,66,6658
86,Structural Engineer,and Telangana.,Rajanna Sircilla,Female,49,24,6109
94,Analyst Programmer,Karnataka,Peddapalli,Female,66,36,3355
78,Assistant Manager,Kerala,Mahabubabad,Female,18,32,5283
24,Administrative Assistant III,and Telangana.,Dharmapuri,Female,83,54,6146
63,Administrative Assistant II,and Telangana.,Krishnagiri,Agender,92,23,8645
43,Research Associate,and Telangana.,Malkajgiri,Male,81,94,3004
66,Programmer IV,Karnataka,Tiruvarur,Male,13,8,2641
16,Engineer IV,Karnataka,Madurai,Female,79,70,3188
87,Sales Representative,Andhra Pradesh,Ranga Reddy,Genderfluid,48,4,7737
28,Chief Design Engineer,Karnataka,Kamareddy,Male,42,81,2915
33,Quality Engineer,Andhra Pradesh,Pathanamthitta,Female,83,14,1791
82,Help Desk Technician,Andhra Pradesh,Bhadradri Kothagudem,Male,42,47,8448
58,Statistician I,Kerala,Pudukkottai,Male,34,21,4331
91,Account Executive,and Telangana.,Mahabubabad,Male,29,22,3065
14,Occupational Therapist,Andhra Pradesh,Pathanamthitta,Male,100,96,7345
45,Social Worker,and Telangana.,Kamareddy,Male,48,91,2700
14,Research Assistant I,Karnataka,Nilgiris,Female,71,5,3984
38,Registered Nurse,and Telangana.,Nilgiris,Male,85,25,9160
26,Senior Developer,Tamil Nadu,Alappuzha,Female,25,38,8825
53,Geological Engineer,Andhra Pradesh,Dharmapuri,Female,4,64,7455
92,Electrical Engineer,Kerala,Tiruchirappalli,Female,94,87,4377
24,Budget/Accounting Analyst I,Karnataka,Peddapalli,Female,66,35,4757
82,Human Resources Assistant II,and Telangana.,Khammam,Male,66,92,7624
47,Teacher,Tamil Nadu,Ramanathapuram,Female,59,41,8252
43,Recruiter,and Telangana.,Nizamabad,Bigender,22,45,2946
7,Executive Secretary,Tamil Nadu,Medak,Female,87,54,2297
89,Chemical Engineer,and Telangana.,Pudukkottai,Female,3,23,3717
89,Staff Scientist,Karnataka,Palakkad,Female,29,87,5006
63,Speech Pathologist,Tamil Nadu,Siddipet,Female,13,98,7081
66,Staff Scientist,Kerala,and Yadadri Bhuvanagiri.  Thiruvananthapuram,Male,99,83,5006
75,Professor,Karnataka,Svikarabad,Female,87,75,5825
40,Safety Technician II,Karnataka,Tiruppur,Female,82,85,2720
19,Computer Systems Analyst II,Tamil Nadu,Alappuzha,Female,10,48,7470
46,Research Nurse,Karnataka,Coimbatore,Male,75,58,2741
69,Programmer II,Kerala,Pathanamthitta,Male,25,24,2358
48,Desktop Support Technician,Kerala,Tiruvannamalai,Female,75,48,4112
72,Junior Executive,Kerala,Warangal (Urban),Female,77,39,5032
32,Assistant Manager,and Telangana.,Warangal (Urban),Polygender,53,91,5283
57,Account Coordinator,Kerala,Mahbubnagar,Female,20,93,5886
